Id,Name,SKU,content,"Short Description",sku,category,"Gallery Image","Product Image",Download,Image,print-position-1,color,kop-fran,tariff-stat-nr,standardfarg,tryckyta,logo,material,vikt,dimensioner,certifikat,"price option 50","price option 100","price option 250","price option 500","price option 1000","price option 2500","price option 5000",order-from,tariff-stat-no,print-surface,weight,dimensions,certificate,capacity,kapacitet,packaging,other,ovrigt,buy-from,standard-colour,imprint-surface,dimension,certificat,version,print-position-2,accessories,dimensionsr,print-area,dimensiones,colour,solar-charger,input,output,solar-laddning,printing-surface,tariff-statno,print-position-3,own-design,farg,sizes
236,"Webcam Cover Ideal Mobile and Tablet (18mm)",13601,,"Skydda dig från insyn via kamerahålet på din telefon eller surfplatta. Den passar även MacBook. Ett supertunt skydd som fästs med dubbelhäftande tejp ovanpå linsen. Öppnas och stängs smidigt och kan sitta permanent, utan att plockas bort. En universal produkt som passar merparten av marknadens telefoner och surfplattor. Skyddet levereras monterat på standardkort. Egen design på kort möjligt mot tillägg. Se även vår modell för laptops.",13601,"iPad-tillbehör,Laptop-tillbehör,Mobiltillbehör,Säkerhet","https://elvirainfotech.live/usb/wp-content/uploads/2019/06/Webcam-cover-Ideal-pro_13601_6.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/Webcam-cover-Ideal-pro_13601_1.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/Webcam-cover-Ideal-pro_13601_2.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/Webcam-cover-Ideal-pro_13601_4.jpg",https://elvirainfotech.live/usb/wp-content/uploads/2019/06/Webcam-cover-Ideal-pro_13601_7.jpg,"<a href=""https://www.usb.nu/wp-content/uploads/2019/06/Webcam-Cover-Ideal-Mobile-and-Tablet_13601.zip"" target=""_blank"" rel=""noopener"">Webcam Cover Ideal Mobile and Tablet_13601</a>

<a href=""https://www.usb.nu/wp-content/uploads/2019/06/Webcam-Cover-18x9_Ideal_SIM_Black.pdf"" target=""_blank"" rel=""noopener"">Webcam Cover 18x9_Ideal_SIM_Black</a>

<a href=""https://www.usb.nu/wp-content/uploads/2019/06/13601-Declaration-of-Conformity.pdf"" target=""_blank"" rel=""noopener"">13601 Declaration of conformity</a>",,"715-sv,210-10s-sv,210-10-3s-sv,210-10-4s-sv,213-13s-sv",-,"250 st",3926909790,"Vit, svart",18x9mm,"Screen, fullfärg",ABS,3g,18x9x1mm,RoHS,0,0,11,10.50,9,7.50,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13598-sv,-,-,-,-,-,-,-,-,-,-,-,-,-,-
237,"Webcam Cover Ideal Mobile and Tablet (18mm)",13601,"Skydda dig fran insyn via kamerahalet pa din telefon eller surfplatta. Ett supertunt skydd som fasts med dubbelhaftande tejp ovanpa linsen. oppnas och stangs smidigt och kan sitta permanent, utan att plockas bort. En universal produkt som passar merparten av marknadens telefoner och surfplattor. Skyddet levereras monterat pa standardkort. Egen design pa kort mojligt mot tillagg. Se aven var modell for laptops. Priset ar inkl. 1-fargstryck eller gravyr. Minsta antal med tryck 100st.","Protect yourself from the camera hole on your phone or tablet. It also fit MacBook. A supertight cover that attaches with self adhesive tape on top of the lens. Opens and closes smoothly and can be permanently left without being removed. A universal product that fits most of the market phones and tablets. The cover is delivered mounted on standard cards. Custom design on card possible for additions. There is also a model for laptops available.",13601,"iPad Accessories,Laptop Products,Mobile Accessories,Security","https://elvirainfotech.live/usb/wp-content/uploads/2019/06/Webcam-cover-Ideal-pro_13601_6.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/Webcam-cover-Ideal-pro_13601_1.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/Webcam-cover-Ideal-pro_13601_2.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/Webcam-cover-Ideal-pro_13601_4.jpg",https://elvirainfotech.live/usb/wp-content/uploads/2019/06/Webcam-cover-Ideal-pro_13601_7.jpg,"<a href=""https://www.usb.nu/wp-content/uploads/2019/06/Webcam-Cover-Ideal-Mobile-and-Tablet_13601.zip"" target=""_blank"" rel=""noopener"">Webcam Cover Ideal Mobile and Tablet_13601</a>

<a href=""https://www.usb.nu/wp-content/uploads/2019/06/Webcam-Cover-18x9_Ideal_SIM_Black.pdf"" target=""_blank"" rel=""noopener"">Webcam Cover 18x9_Ideal_SIM_Black</a>

<a href=""https://www.usb.nu/wp-content/uploads/2019/06/13601-Declaration-of-Conformity.pdf"" target=""_blank"" rel=""noopener"">13601 Declaration of conformity</a>",,"715,210-10s,210-10-3s,210-10-4s,213-13s","White, black",-,-,-,-,"Screen, fullcolor print",ABS,-,-,-,0,0,11,10.50,9,7.50,7,"250 pcs",3926909790,18x9mm,3g,18x9x1mm,RoHS,-,-,-,-,-,-,-,-,-,-,-,-,13598,-,-,-,-,-,-,-,-,-,-,-,-,-,-
238,"Webcam cover Laptop Pro (30mm)",13597,"Skydda dig fran insyn via kamerahalet pa din laptop. Webcam Cover Pro ar ett supertunt (1mm tjock) skydd som fasts med dubbelhaftande tejp ovanpa linsen. oppnas och stangs smidigt och kan sitta permanent pa datorn, utan att plockas bort. En universal produkt som passar merparten av marknadens laptops. Skyddet levereras monterat pa standardkort. Egen design pa kort mojligt mot tillagg. Priset ar inkl. 1-fargstryck eller gravyr. Minsta antal med tryck 100st.","Protect yourself from the camera on your laptop. Webcam Cover Pro is a supertight (1mm thick) cover that attaches to double-sided tape on top of the lens. Opens and closes smoothly and can be permanent on the computer without being removed. A universal product that fits most of the market laptops. The cover is delivered mounted on standard card. Custom card design is additional.",13597,"Laptop Products,Security","https://elvirainfotech.live/usb/wp-content/uploads/2019/06/Webcam-Cover-laptop-Pro_13597_1-1.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/Webcam-Cover-laptop-Pro_13597_3-1.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/Webcam-Cover-laptop-Pro_13597_4-1.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/Webcam-Cover-laptop-Pro_13597_6-1.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/Webcam-Cover-laptop-Pro_13597_11.jpg",https://elvirainfotech.live/usb/wp-content/uploads/2019/06/Webcam-Cover-laptop-Pro_13597_2-1.jpg,"<a href=""https://www.usb.nu/wp-content/uploads/2019/06/Webcam-Cover-Laptop-Pro_30x135_SIM_13597.pdf"">Webcam Cover Laptop Pro_30x13,5_SIM_13597</a>

<a href=""https://www.usb.nu/wp-content/uploads/2019/06/Webcam-Cover-Laptop-Pro_13597.zip"" target=""_blank"" rel=""noopener"">Webcam Cover Laptop Pro Pics 13597</a>

<a href=""https://www.usb.nu/wp-content/uploads/2019/06/13597-Declaration-of-conformity.pdf"" target=""_blank"" rel=""noopener"">13597 Declaration of conformity</a>",,"715,210-10s,210-10-3s,210-10-4s,213-13s","White, black",-,-,-,-,"Screen, fullcolour","ABS, plastic",-,-,-,0,0,11,10.50,9,7.50,7,"250 pcs","3926 90 97 90","18x9mm, 30x13,5mm",3g,"Cover: 30x13,5x1mm. Card: 55x85mm",RoHS,-,-,-,-,-,-,-,-,-,-,-,-,13598,-,-,-,-,-,-,-,-,-,-,-,-,-,-
239,"Webcam cover Laptop Pro (30mm)",13597,,"Skydda dig från insyn via kamerahålet på din laptop. Webcam Cover Pro är ett supertunt (1mm tjock) skydd som fästs med dubbelhäftande tejp ovanpå linsen. Öppnas och stängs smidigt och kan sitta permanent på datorn, utan att plockas bort. En universal produkt som passar merparten av marknadens laptops. Skyddet levereras monterat på standardkort. Egen design på kort möjligt mot tillägg.",13597,"Laptop-tillbehör,Säkerhet","https://elvirainfotech.live/usb/wp-content/uploads/2019/06/Webcam-Cover-laptop-Pro_13597_1-1.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/Webcam-Cover-laptop-Pro_13597_3-1.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/Webcam-Cover-laptop-Pro_13597_4-1.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/Webcam-Cover-laptop-Pro_13597_6-1.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/Webcam-Cover-laptop-Pro_13597_11.jpg",https://elvirainfotech.live/usb/wp-content/uploads/2019/06/Webcam-Cover-laptop-Pro_13597_2-1.jpg,"<a href=""https://www.usb.nu/wp-content/uploads/2019/06/Webcam-Cover-Laptop-Pro_30x135_SIM_13597.pdf"">Webcam Cover Laptop Pro_30x13,5_SIM_13597</a>

<a href=""https://www.usb.nu/wp-content/uploads/2019/06/Webcam-Cover-Laptop-Pro_13597.zip"" target=""_blank"" rel=""noopener"">Webcam Cover Laptop Pro Pics 13597</a>

<a href=""https://www.usb.nu/wp-content/uploads/2019/06/13597-Declaration-of-conformity.pdf"" target=""_blank"" rel=""noopener"">13597 Declaration of conformity</a>",,"715-sv,210-10s-sv,210-10-3s-sv,210-10-4s-sv,213-13s-sv",-,"250 st","3926 90 97 90","Vit, svart","18x9mm / 30x13,5mm","Screen, fullfärg","ABS, plast",3g,"Skydd: 30x13,5x1mm Kort: 55x85mm",RoHS,0,0,11,10.50,9,7.50,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13598-sv,-,-,-,-,-,-,-,-,-,-,-,-,-,-
240,"Own Design Bluetooth Speaker",13604,"Skapa din egen Bluetooth hogtalare med en unik design. Endast fantasin satter granserna! Stromma musik via Bluetooth eller anvand hogtalarens AUX ingang. 3,5mm ljudkabel ingar. Laddas via den medfoljande micro-USB kabeln. Ca 3 timmars speltid. Priset ar inkl. 1-fargstryck eller gravyr. Minsta antal med tryck 1st.","Why be like others? Create your own Bluetooth speaker in a unique design tailored for you. Only the imagination sets the limits! A speaker of a full 3W makes this product both incredibly useful and totally unique and eye-catching.
<p id=""tw-target-text"" class=""tw-data-text tw-text-large tw-ta"" dir=""ltr"" data-placeholder=""Översättning""><span class=""Y2IQFc"" lang=""en"">The sample price applies to the main image design (speaker for the Police force). All designs are individually priced.</span></p>",13604,"Own Design,Sound","https://elvirainfotech.live/usb/wp-content/uploads/2019/06/Own-Design-Bluetooth-Speaker-11-scaled.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/Own-Design-Bluetooth-Speaker-01-scaled.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/Own-Design-Bluetooth-Speaker-02-scaled.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/Own-Design-Bluetooth-Speaker-03-scaled.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/Own-Design-Bluetooth-Speaker-04-scaled.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/Own-Design-Bluetooth-Speaker-06-scaled.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/Own-Design-Bluetooth-Speaker-08-scaled.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/Own-design_Production_1.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/Own-design_Production_6.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/Own-design_Production_5.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/Own-design_Production_3.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/Own-design_Production_2.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/Own-design_Production_7.jpg",https://elvirainfotech.live/usb/wp-content/uploads/2019/06/Own-Design-Bluetooth-Speaker-09-2-scaled.jpg,"<a href=""https://www.usb.nu/wp-content/uploads/2019/06/Own-Design-Bluetooth-Speaker-PIC-1.zip"" target=""_blank"" rel=""noopener"">Own Design Bluetooth Speaker PIC</a>",,-,Custom,-,-,-,-,Custom,"Soft PVC",-,-,-,,139,119,,,,,"100 pcs",8518210000,Custom,Custom,Custom,"RohS, EMC",3W,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,own-design,-,-
241,"Own Design Bluetooth Speaker",13604,"Varför vara lika? Skapa din egen Bluetooth-högtalare i en unik design för bara dig. Det är bara fantasin som sätter gränserna! En högtalare på hela 3W gör denna produkten både otroligt användbar men också totalt unik och iögonfallande.

Exempelpriset gäller designen på huvudbilden (Polisens högtalare). Alla designer är individuellt prissatta.","Varför vara lika? Skapa din egen Bluetooth-högtalare i en unik design för bara dig. Det är bara fantasin som sätter gränserna! En högtalare på hela 3W gör denna produkten både otroligt användbar men också totalt unik och iögonfallande.

Exempelpriset gäller designen på huvudbilden (Polisens högtalare). Alla designer är individuellt prissatta.",13604,"Egen design,Ljud","https://elvirainfotech.live/usb/wp-content/uploads/2019/06/Own-Design-Bluetooth-Speaker-11-scaled.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/Own-Design-Bluetooth-Speaker-01-scaled.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/Own-Design-Bluetooth-Speaker-02-scaled.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/Own-Design-Bluetooth-Speaker-03-scaled.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/Own-Design-Bluetooth-Speaker-04-scaled.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/Own-Design-Bluetooth-Speaker-06-scaled.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/Own-Design-Bluetooth-Speaker-08-scaled.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/Own-design_Production_1.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/Own-design_Production_6.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/Own-design_Production_5.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/Own-design_Production_3.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/Own-design_Production_2.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/Own-design_Production_7.jpg",https://elvirainfotech.live/usb/wp-content/uploads/2019/06/Own-Design-Bluetooth-Speaker-09-2-scaled.jpg,"<a href=""https://www.usb.nu/wp-content/uploads/2019/06/Own-Design-Bluetooth-Speaker-PIC.zip"" target=""_blank"" rel=""noopener"">Own Design Bluetooth Speaker PIC</a>",,-,-,"100 st",-,-,Custom,Custom,"Mjuk PVC",Custom,Custom,"RohS, EMC",,139,119,,,,,-,8518210000,-,-,-,-,-,3W,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,own-design-2,Custom,-
242,"Electro Fire",13599,"antligen ar den har! Den elektriska tandaren som drivs med uppladdningsbart litiumbatteri. Ett smart och miljovanligt alternativ. Tand grillen och levande ljus utan att bekymra dig om gas eller andra drivmedel. Tandaren fungerar genom att bilda en kraftfull varm elektrisk strale mellan tva keramiska elektroder. Den flexibla armen gor det enkelt att tanda aven pa svaratkomliga stallen, t.ex. i ljuslyktan. Tandaren ar saker att anvanda och ar dessutom utrustad med barnsparr. Kan laddas upp, om och om igen med den medfoljande USB-laddningskabeln. Levereras i snygg presentforpackning. EU Design skyddad EUIPO. Priset ar inkl. 1-fargstryck. Minsta antal med tryck 50st.","The electric igniter powered by rechargeable lithium battery. A smart and environmentally friendly alternative. Light the barbeque and candles without worrying about gas or other fuels. The igniter works by forming a powerful hot electric beam between two ceramic electrodes. The flexible arm makes it easy to light even in hard-to-reach places, eg. in the lantern. The lighter is safe to use and is also equipped with child restraint. Can be recharged over and over again using the included USB charging cable. Delivered in a nice gift box. EU Design protected EUIPO.",13599,Accessories,"https://elvirainfotech.live/usb/wp-content/uploads/2019/06/15bb7b92fbce95.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/15bb7b9307c480.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/15bb7b93105c36.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/15bb7b931ad273.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/15bb7b93275115.jpg",https://elvirainfotech.live/usb/wp-content/uploads/2019/06/15bb7b92ee1e6f.jpg,"<a href=""https://www.usb.nu/wp-content/uploads/2019/06/Electro-Fire-Pictures.zip"" target=""_blank"" rel=""noopener"">Electro Fire Pictures</a>

&nbsp;

<a href=""http://www.usb.nu/wp-content/uploads/2019/06/Electro-Fire_13599_SIM.pdf"" target=""_blank"" rel=""noopener"">Electro Fire_13599_SIM</a>",,"715,210-10s,210-10-3s,210-10-4s",Black,-,-,-,-,Screen,"ABS, metal",-,-,-,125,115,110,107,103,99,96,"50 pcs",9613800000,10x50mm,157g,220x25x18mm,RoHS,"220mAh 100 ignitions per full charge",-,735,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
243,"Electro Fire",13599,,"Den elektriska tändaren som drivs med uppladdningsbart litiumbatteri. Ett smart och miljövänligt alternativ. Tänd grillen och levande ljus utan att bekymra dig om gas eller andra drivmedel. Tändaren fungerar genom att bilda en kraftfull varm elektrisk stråle mellan två keramiska elektroder. Den flexibla armen gör det enkelt att tända även på svåråtkomliga ställen, t.ex. i ljuslyktan. Tändaren är säker att använda och är dessutom utrustad med barnspärr. Kan laddas upp, om och om igen med den medföljande USB-laddningskabeln. Levereras i snygg presentförpackning. EU Design skyddad EUIPO.",13599,Övrigt,"https://elvirainfotech.live/usb/wp-content/uploads/2019/06/15bb7b92fbce95.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/15bb7b9307c480.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/15bb7b93105c36.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/15bb7b931ad273.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/15bb7b93275115.jpg",https://elvirainfotech.live/usb/wp-content/uploads/2019/06/15bb7b92ee1e6f.jpg,"<a href=""http://www.usb.nu/wp-content/uploads/2019/06/Electro-Fire-Pictures.zip"" target=""_blank"" rel=""noopener"">Electro Fire Pictures Bilder</a>

<a href=""http://www.usb.nu/wp-content/uploads/2019/06/Electro-Fire_13599_SIM.pdf"" target=""_blank"" rel=""noopener"">Electro Fire_13599_SIM</a>",,"715-sv,210-10s-sv,210-10-3s-sv,210-10-4s-sv",-,"50 st",9613800000,Svart,10x50mm,Screen,"ABS, metall",157g,220x25x18mm,RoHS,125,115,110,107,103,99,96,-,-,-,-,-,-,-,"220mAh Full laddning klarar 100 tändningar",735-sv,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
244,"Charging Station 2 Home 5000mAh",13607,"Laddstation med tva powerbanks pa vardera 5000mAh. Varje batteri har en individuell LED batteriindikator. Laddningen av batterierna startar nar dessa placeras i stationens batterifack. En perfekt produkt for bade hem och kontor. Samtliga vara laddare har skydd mot overladdning, urladdning, kortslutning samt overspanning vilket skyddar bade powerbank samt enheten som laddas. Priset ar inkl. 1-fargstryck eller gravyr. Minsta antal med tryck 50st.","Charging station with two 5000mAh powerbanks. Each battery has an individual LED battery indicator. Just place powerbanks into dock for instant charging. A perfect product for both home and office. All our chargers have protection against overcharge, over-discharge, short circuit and over-current which protects both charger and the device to be charged.",13607,"Chargers/Cables,Home/Office","https://elvirainfotech.live/usb/wp-content/uploads/2019/06/15bb7b95562bee.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/15bb7b95630af3.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/15bb7b9570712c.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/15bb7b957acdd0.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/15bb7b958d16e7.jpg",https://elvirainfotech.live/usb/wp-content/uploads/2019/06/15bb7b9548e2a1.jpg,"<a href=""https://www.usb.nu/wp-content/uploads/2019/06/Charging-Station-Home-Pictures.zip"">Charging Station Home Pictures</a>

<a href=""http://www.usb.nu/wp-content/uploads/2019/06/Charging-Station-Home-Simulation-20180207.pdf"" target=""_blank"" rel=""noopener"">Charging Station Home Simulation 20180207</a>",,760,Black/silver,-,-,-,-,"Fullcolour doming","PC, ABS",-,-,-,269,259,249,239,,,,"50 pcs",8507600065,32x9mm,390g,"Powerbank: 92x54x24mm Station: 143x46x21mm","CE / RoHS","2x5000mAh , Input:5V/1,5A , Output: 5V/2,1A",-,735,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
245,"Charging Station 2 Home 5000mAh",13607,,"Laddstation med två powerbanks på vardera 5000mAh. Varje batteri har en individuell LED batteriindikator. Laddningen av batterierna startar när dessa placeras i stationens batterifack. En perfekt produkt för både hem och kontor. Samtliga våra laddare har skydd mot överladdning, urladdning, kortslutning samt överspänning vilket skyddar både powerbank samt enheten som laddas.",13607,"Hemma/Kontor,Laddare/Sladdar","https://elvirainfotech.live/usb/wp-content/uploads/2019/06/15bb7b95562bee.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/15bb7b95630af3.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/15bb7b9570712c.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/15bb7b957acdd0.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/15bb7b958d16e7.jpg",https://elvirainfotech.live/usb/wp-content/uploads/2019/06/15bb7b9548e2a1.jpg,"<a href=""http://www.usb.nu/wp-content/uploads/2019/06/Charging-Station-Home-Pictures.zip"">Charging Station Home Pictures</a>

<a href=""https://www.usb.nu/wp-content/uploads/2019/06/Charging-Station-Home-Simulation-20180207.pdf"" target=""_blank"" rel=""noopener"">Charging Station Home Simulation 20180207</a>",,760-sv,-,"50 st",8507600065,Svart/silver,32x9mm,"Fullfärg doming","PC, ABS",390g,"Powerbank: 92x54x24mm Station: 143x46x21mm","CE / RoHS",269,259,249,239,,,,-,-,-,-,-,-,-,"2x5000mAh, Input: 5V/1,5A , Output: 5V/2,1A",735-sv,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
